data,language
पोसन ट्रेकर लॉन्च रेयाक् जोस चेत् काना?,sat
"पोसन ट्रेकर एप्लिकेशन रेयाक् जोस आंगनवाड़ी तालमा (एडब्ल्यूसी) रेयाक् कामीकासनी को, आंगनवाड़ी कामीया को (एडब्ल्यूडब्ल्यू) सेवा एमोक् को आर पेरेच् होड़मो होड़ को , पोवाती गोगो को आर गिदरा लागित् पोरहोक् बेबोसता रेयाक् कामीकासनी रेयाक् 360 डिग्री ञेनेल एम काना। प्रस्तावाक् भावाँर दो जोतो एडब्ल्यूसी, एडब्ल्यूडब्ल्यू आर पोरहोक् को गोटावाक् उनुदुक् रे सारीयानाक् ओकते रेयाक् तानखी आर नजोर दोहोय रे सोमोल बेनाव लाकतीया।",sat
पोसन ट्रेकर ऐप ओकालेकाम डाउनलोडा?,sat
पोसन ट्रेकर ऐप गुगल प्लेस्टोर रे मेनाक्आ ,sat
https://play.google.com/store/apps/details?id=com,sat
चेत् ऐप्पल आई स्टोर रे हों पोसन ट्रेकर ऐप मेनाक्आ?,sat
"बाङ, एकेन एण्ड्रॉयड बर्जन लागित् मेनाक्आ।",sat
मोबाइल रे पोसन ट्रेकर ऐप इंस्टॉल लागित् कोमतेत् लाकती चेत् काना।,sat
पोसन ट्रेकर ऐप एण्ड्रॉयड फोन रे एण्ड्रॉयड वर्जन 6.0 आर नोवा तायोम रेयाक् वर्जन रे इंस्टॉल दाड़ेयाक्आ।,sat
जोतो साधारोन कुकली ञेल मे,sat
चेत जाहांये लाभको नेहोर साकाम रेयाक् बेबोहार काते सोझे ञुतुम ओल होचो दाड़ेयाक् आ।,sat
नितोक् मित लाभ ञामिच् ए. डब्लु डब्य. का़मियिजाक् गोड़ो ते ञुतुम ओल होचो दाड़ेयाक्,sat
लाभ ञामिच् ओकोय कानाय?,sat
लाभ ञाम को ला़गित् 6 हा़टिञ को मेनाक् आ,sat
पेरेज होड़मो कुड़ी,sat
तोवा नुनु होचोयिच् आयो,sat
0 खोन 6 चांदो रिन गिदरा़ को,sat
6 चांदो खोन 3 सेरमा हाबिच रिन गिदरा़ को,sat
3 सेरमा खोन 6 सेरमा हाबिच् रिन गिदरा़ को,sat
जुवान कुड़ी गिदरा़ को,sat
चेत् जाहांय लाभ ञाम को आकोवाक् कोड़ा/कुड़ी ए. डब्लु. सी. बोदोल दाड़ेयाक् आ?,sat
मित् ए.डब्लु.डब्लु. आजाक् आधार नोमबोर रेयाक् लेका तेजाहांय लाभ ञाम को मित् ए.डब्लु.सी. खोन एटाक् ए.डब्लु.सी. रे उचाड़ होचो ला़गित् ‘माइग्रेट लाभ ञाम को’ एपेटाक् रेयाक् बेबोहार दाड़ेयाक् आ।,sat
मित् लाभ ञामिजाक् लेकमान दो चेत् काना?,sat
मित् लाभ ञामिच् चांदो रे कोम खोन कोम 21 माहा ला़गित् टी.एच.आर. लागित् लेक हुयुक् आ।,sat
ओड़ाक् इदी रासोन ला़गित् ओकोय लेकमान आ?,sat
"पेरेच् होड़मो कुड़ी, तावा नुनु होचो गोगो को, 6 चांदो खोन 3 सेरमा हाबिच् रिन गिदरा आर जुवान कुड़ी को।",sat
इञ ओड़ाक् इदी ला़गित् रासान बाबोत ते ओकारिञ कुली दाड़ेयाकोवा?,sat
दाया काते आमाक् सोमबोंध आंगनबाड़ी का़मिया को सांव सोमपोक मे।,sat
जुटिच् गोड़ोवाक् जोम ला़गित् ओकोय लेकमाना।,sat
"ओकोय गिदरा़ को पोसान रेयाक् का़मी लेकाते चिनहाव आकाना, उनकु जुटिच् गोड़ो जोमाक् ला़गित् को लेकमान आ।",sat
मित् लाभ ञामिच् चांदो रे कोम खोन कोम 21 माहा ला़गित् एच.सी.एम. ला़गदित् लेकमाना।,sat
लोलो इसिनाक् जोम ला़गित् ओकोय लेकमाना?,sat
3 सेरमा खोन 6 सेरमा रिन उमेर हा़टिञ रिन गिदरा को,sat
इञ लोलो इसिनाक् जोम बाबोत ते ओका रे कुली दाड़ेया कोवा?,sat
दाया काते आम सोमबोंदाक् आंगनबाड़ी केन्द्रो सांव सोमपोक मे।,sat
जुटिच् गोड़ो जोम ला़गित् ओकोय लेख माना?,sat
विडियो गालमाराव लागित् मिनाञा,sat
पोनोत बिडियो सेमलेत,sat
ओतेमाहा खोन जारुम माहाँ ,sat
4:15 PM to 5:15 PM,sat
नितोक् सेलेदोक् मे,sat
आंगोनबाड़ी का़मी कोवाक् चेचेदोक्,sat
3:00 PM to 4:00 PM,sat
गोड़ो एमाक्,sat
 14408,sat
 support-poshantrackr@gov.in,sat
मोबाइल एप आ़तुर आंड़गोय मे,sat
Powered By,sat
सेवा रेयाक् सारती,sat
निजेराक् निती,sat
Careers,sat
Copyright@2023  Poshan Tracker. All rights reserved,sat
 You need to enable JavaScript to run this app.,sat
पोसान ट्रेकार गुन को,sat
Poshan Tracker App,sat
"The ‘Poshan Tracker’ is a mobile based application rolled out by the Ministry of Women and Child Development, Government of India on 1st March 2021 through National e-Governance Division (NeGD), Poshan Tracker is an important governance tool. Technology under Poshan Tracker is being leveraged for dynamic identification of stunting, wasting, under-weight prevalence among children and last mile tracking of nutrition service delivery.",sat
The Poshan Tracker is a job-aid to the Anganwadi worker for efficient delivery of services along with reflection of their efforts. It is a critical and beneficiary-centric service delivery Application under POSHAN Abhiyaan which will promote real time data with analytics.,sat
Services availed by,sat
Beneficiaries at Anaganwadi Center,sat
Morning Snacks,sat
Nutrition and,sat
 Health checkup,sat
WHAT ARE,sat
Poshan Tracker Features,sat
रियाल टाइम रेकोर्डिंग आर ञेल सामटाव,sat
"पोसान ट्रेकार उपरुमाक् उदुक् को रे जोतो ए. डब्लु. सी. आर लाभ ञाम कोवाक् रियाल टाइम ञेल सामटाव आर ट्रेकिञ को हुय होचो तेयारा। नोवा तालमा तेयार डाटा आरकिटेकचार रेयाक् बेबोहार काते तेयाराकाना ओका एटाक् मंत्रालाय को आर का़मी होर को रेयाक् डिजिटाल प्रोद्योगिकी नियोम को सांव हों सोमान तेयार आकाना। नोवा रेयाक् उदेस आंगानबाड़ी केन्द्र (ए. डब्लु. सी) रेयाक् का़मी को, आंगानबाड़ी का़मी को (ए.डब्लु.डब्लु) रेयाक् सेवा हा़टिञ पेरेज होड़मो कुड़ी होपोन को, तोवा नुनु होचो आयोको आर गीदरा़ को ला़गित् पुरा़ लाभ ञाम बेबोसता रेयाक् का़मी बिधी को रेयाक् 360- डिगरी ञेञेल एमोक् आ। होड़ कोवाक् डेसबोर्ड लाभ ञाम को एमोगाक् सेवा रे ञेल पारोम ञेल एम होचो रे गोड़ोवाक् आ.",sat
एमाकान सेवा को,sat
"मित् बुता़म रेयाक् मित् ओता रे मुचात् लाभ ञाम कोवाक् सेवा को रेयाक् ट्रेकिंग। टेक होम राशन (टी.एच.आर.) आर लोलो इसिन जोमाक् (एच.सी.एम.), गिदरा को आर पेरेच् होड़मो कुड़ी को ला़गित् टिका एम लेकान सेवा को.",sat
हारा राकाब नाप,sat
"ए.डब्लु.डब्लु. का़मी को दाराय ते भेनेगार उमेर हा़टिञ रिन गिदरा कोवाक् चांदोकिय आधार रे ञेल सामटाव हुय होचोया। जेरे, बेरबाद आर कोम ओजोन रेयाक् बाड़ति तेत् जेलेका पोहलांग उदुक् को डब्लु. एच. ओ. रेयाक् बाताव लेका ते नाप होचोया। दिनामाके हारा राकाब ञेल सामटाव ए.डब्लु.डब्लु कामी को गिदरा़ कोवाक् सोमबोंध आर ओकतो रे गोड़ो एम होचो रे गोड़ोय एमोक् आ.",sat
ओड़ाक् सेन हुसियार को,sat
"पोसान ट्रेकार मोहोतान मुचात् माइल लाभ नाम को ला़गित् आज ते हुसियार को जोनामा। नोवा दो लाभ ञाम को आर कोरतोबान हाड़ कोवाक् सारी ओकतो सोदोर रेयाक् दोलिल तेयार काते हा़टिञ नियोम रेयाक् बेस लेखा पोरिखा हों निसटाया। नोवा बेबोसता सुचना नियोम पोसान का़मी होरा को बेस ते बाड़ाहव रे गोड़ोवाक् आ, ओका ते सेलेदोगाक् प्रोभाव जानाम आर दोलिल तेयार हुयुक् आ.",sat
बिडियो चेद मे,sat
कांगारु मादार केयार रेयाक् गोड़ो ते नोंकाय मे कोमजोर नावा जान्म गिदरावाक् ञेल सामटाव,sat
कुपोसान आर गुजुक् को दाराम ला़गित् आजार को रेयाक् आकोट,sat
गिदरा को आर जुवान कुड़ि गिदरा़ को रे एनिमिया रेयाक् आकोट,sat
जन्म रेयाक् सापाड़ाव-सोंसथा आर आर होमडिलिबारी ला़गित्,sat
कोमजोर नावा जन्म गिदरा़ रेयाक् जोतोन- आबो तिनाक् कोमजोर गिदरा़ को बो उयहारेत कोवा?,sat
रुवाक् ओकतो आजो,sat
पेरेज होड़मो ओबोसता ओकतो सापाड़ाव - नावा जन्म गिदरा़ रहेयाक् जोतोन आर पारिवार नियोजान ला़गित्,sat
बिसेस तोवा नुनु होचो निसटाय मे,sat
गिदरा़ कोवाक् हारा बुरु रेयाक् ओनमान,sat
कुड़ी को रे एनिमेया को रेयाक् आकोट,sat
गोड़ो जोमाक् - जोमातेयाक् भेनेगार,sat
कोमजोर नावा जन्म गिदरा़वाक् चिनहा़व आर जोतोन,sat
नोवा जन्म गिदरा़ को रे तोवा नुनु रेयाक् ञेल,sat
आंगनबाड़ी रे सामुदाय आधार तेयाक् का़मी होरा को रेयाक् पोनथा बेनाव आर सापड़ाव,sat
होमबिजिट का़मी होरा बेना आर बाङ हा़ली होचो आर होमबिजिट एहोब होचो,sat
नोवा निसटाय रेयाक् जे ओकतो सांव गोड़ोक् जोमाक् कोरे सुधार हुयुक्,sat
गोड़ोक् जोमा रेयाक् ओकतो रे एतोहोब चेत लेका निसटाया,sat
गाहिर लोगोन तोयाक् कुपोसान चिनहाव होचो आर ओना आकोट,sat
रुवा नावा जन्म गिदरा चिनहाव आर रेफराल,sat
तोवा नुनु होचो रे दिगधा कान आयो होड़ कोवाक् गोड़ो एम,sat
नोवा चांदोकिया दुपड़ुब दो चेदाक्?,sat
जागवार,sat
जोतो ,sat
साधरोन ,sat
पोरेचहोड़मो आयोहोड़ ,sat
तोवा नु होचो गो को ,sat
गिदरा को जोतोन ,sat
General,sat
Millets Recipe Book,sat
पि. डी. एप. आ़तुर आंड़गोय मे,sat
General Awareness about Home Visit Scheduler,sat
गिदरा़ कोवाक् आराबुरु ञेल सामटाव बाबोत ते साधारोन जागवार,sat
गिदरा़ को रे आजार रेया आकोट बाबोत ते साधारोन जागवार,sat
पेरेज होड़मो ओबोसता ला़गित् साधारोन जागवार,sat
मोडियुल रे साधारोन जागवार,sat
एनिमिया रे साधारोन जागवार,sat
एस.ए.एम. आर एम.ए.एम रे साधारोन जागवार,sat
गो जोतोन रे साधारोन जागवार,sat
गिदरा़ आंड़गो रे साधारोन जागवार,sat
पोरेचहोड़मो आयोहोड़,sat
एनिमिया को आकोट रे पेरेज होड़मो ओबोसता ला़गित् जागवार,sat
तोवा नु होचो गो को,sat
गिदरा़ को ला़गित् तोवा नुनु होचोयिज आयोवाक् गोड़ो जोमाक् ला़गित् जागवार,sat
तोवा नुनु होचोवाक् ला़गित् ते जागवार,sat
Child Care,sat
"गिदरा़ को रे कुपोसान को आकोट ला़गित् जेरे, बेरबाद इदी काते जागवार",sat
लाहा ञेल सामटाव ओनमान चार्ट,sat
जेरे ओनमान पारामिटार,sat
बेरबादाक् ओनमान पारामिटार,sat
कोम ओजोन ओनमान पारामिटार,sat
नियोमानाक्,sat
पोशन ट्रैकर हेजाक् चालाव,sat
पोरमान साकाम/इतलाइ को,sat
03 June,sat
Smart फोन रेयाक् गोनोङ बाबोत ते पुस्टाव एम,sat
24 May,sat
पोसान ट्रेकार रे आंगान बाड़ी सेवा पोनथा को रेयाक् डाटा हा़ली राकाब होचो,sat
01 March,sat
मोबाइल एपलिकेसोन ला़गित् डाटा पालान,sat
02 February,sat
Smart फोन रेयाक् बिसेस उदुक् होरा आर ताकनिक सोंगोत बिडाव,sat
पोसान आभियान भितिर आइ. सि. टी. पेलेटफोर्म रे चेचेदोक्,sat
नावा पोसान ट्रेकार एफ - सी.एस.सी-एस.पी.भी. नोडाल पारसान,sat
13 January,sat
नावा पोसान ट्रेकार एप,sat
जानाम,sat
बेसीलास केलमेटे गुयरिन (बी.सी.जी.),sat
ओराल पोलियो बेकसिन (ओ.पी.भी)-0 खुराक ,sat
हेपेटाइटिसा बी जानाम खुराक ओ.पी.भी -1 टी,sat
6 ,sat
हाट को,sat
ओ. पी. भी.-1,sat
पेनटाभेलेंट-1,sat
रोटावाइरास वेकसिन (आर. भी. भी.)-1,sat
बाङ चोगोड़ पोलियो वेकसिन रेयाक् हिंस खुराक (fIPV)-1,sat
नियुमोकोकोल कानजुगेट वेकसिन (पी. सी. भी.) -1,sat
10 ,sat
ओ.पी.भी-2,sat
पेनटाभेलेंट-2,sat
आर. भी. भी. -2,sat
14 ,sat
ओ. पी. भी.-3,sat
पेनटाभेलेंट-3,sat
fIPV-2टी,sat
आर. भी. भी.-3,sat
पी. मी. भी.-2,sat
9 - 12 ,sat
चाँदो को,sat
कासरा सेलेद तिका (एम. सी. भी.)/कासरा आर रुबेला (एम. आर.)-1,sat
जापानी इनसेफेलाइटिस(जी. इ.)-1**,sat
पी. सी. भी.- बुसटार,sat
16 - 24 ,sat
कासरा सेलेद तिका (एम.सी.भी.)/ एम.आर-2,sat
जे.इ-2**,sat
डिपथिरिया,sat
पारटुसिस आर टिटनेस (डी.पी.टी.)-बुसटार-1,sat
ओ.पी.भी. –बुसटार,sat
5 - 6 ,sat
सेरमा को,sat
डी. पी. टी.-बुसटार-2,sat
"टी.डी.1, 2 आरबाङ टी.डी. बुसटार***",sat
India,sat
पोनोत बाछाव मे,sat
जिला बाछाव मे,sat
Last Updated On : 20/04/2023,sat
General Information,sat
*State level aggregated data as received from States,sat
Owned Building,sat
AWC Infrastructure,sat
Functional Toilet,sat
Drinking Water Source,sat
Anganwadi Center Details,sat
Report for Mar 2023,sat
Eligible Beneficiaries,sat
As on 31st Mar 2023,sat
Aspirational Districts & North East Region,sat
Adolescent Girls,sat
Total,sat
Aadhaar Verified,sat
Take Home Ration (THR),sat
Given For Atleast 21 Days,sat
Key Services,sat
* Data on dashboard is provisional and subject to reconciliation of offline data sync from Poshan Tracker Mobile App,sat
Mission Utkarsh ,sat
Dashboard,sat
आमाक् एकाउंट रे लोगइन,sat
बेभारिजाक् ञुतुम ,sat
दानाङ साबाद ,sat
लोगइन,sat
मित् नावा टिकिट झिज मे,sat
टिकिट रेयाक् दोसा ञेल मे,sat
मित् नावा टिकिट तेयार मे,sat
मित् नावा टिकिट तेयार ला़गित् लातार रे एमा कान फोर्म पेरेज मे। आंगनबाड़ी का़मिया को दो 48 टाड़ाङ भितिर आम सांव को सोमपोक आ।.,sat
लाभ ञाम कोवाक् हा़टिञ ,sat
मित् लाभ ञाम हा़टिञ बाछाव मे,sat
गिदरा़ को (0-6 चाँदो),sat
गिदरा़ को (6 चाँदो - 3 सेरमा),sat
गिदरा को (3 - 6 सेरमा),sat
ते सोमबोंध कुकली ,sat
ते सोमबोंध कुकली बाछाव,sat
ए.डाब्लु.डाब्लु./ए.डब्लु.सी.,sat
कामी ञेलिच्,sat
गोड़ो बिसोय ,sat
Select a Help Topic,sat
बिबरोन ,sat
मित् बोरनोन एम बाछाव एम,sat
ञुतुम ,sat
मोबाइल नोमबोर ,sat
ईमेल,sat
टिकिट हाताव रे आंझाट हुयुक् काना?,sat
Poshan Helpline,sat
support-poshantrackr@gov.in,sat
जिला लेकाते,sat
पोनोत ,sat
जिला ,sat
प्रोजेकट ,sat
प्रोजेकट बाछाव मे,sat
जायगा ,sat
जायगा बाछाव मे,sat
आंगोनबाड़ी तालमा ,sat
मित् आंगोन बाड़ी तालमा बाछाव मे,sat
टिकिट बेनाव मे,sat
दोहड़ा साजाव,sat
चेत् एपीपी दो इंटरनेट रेयाक् बेगोर ते चालाव दाड़ेयाक्आ?,sat
"बाङ, ऐप बेगोर बातावाक् इंटरनेट कनेक्शन ते बाय कामीया।",sat
पोसन ट्रेकर ऐप रेयाक् जोसानाक् बेभारको ओकोय कानाको?,sat
"पोसन ट्रेकर ऐप आंगनवाड़ी कामीयाको, आंगनवाड़ी तालमा को लागित् काना, जाहाँटाक् पोरहोक् कोवाक् रेयाक् डेटा दो फॉर्म को पेरेज ताहेना। नोवा जोतो होड़ लागित् एकाल बाङ उतनाव आकाना।",sat
पोसन ट्रेकर ऐप रे ओका लेकाम लॉग इन आ?,sat
"AWW ठेन नेहोर मेनाक् जे लॉगिन स्क्रीन रे आयाक् मोबाइल नंबर खाड़ मे आमाक् रजिस्टर्ड मोबाइल नंबर रे मित् ओटीपी कोलामा, जाहाँते आम लाकती काना आमाक् एमपीन सेट मे।",sat
एमपीन चेत् काना?,sat
एमपीन मित् 4 लेखा रेयाक् पासकोड काना जाहाँटाक् पोसन ट्रेकर ऐप रे रजिस्टर ओकते मित् आंगनवाड़ी कामीया दाराय ते रिकाय ताहेना।,sat
एमपीन ओकालेकाम सेटा?,sat
"एमपीन दो जोनोड़ाव आंगनवाड़ी कामीया दाराय ते आयाक् मोबाइल नंबर ते ओटीपीय नेहोर दाड़ेयाक्आ। जुदी मोबाइल नंबर लाहाखोन डेटाबेस रे मेनाक्आ, खान जोनोड़ाव आंगनवाड़ी कामीया दो रजिस्टर्ड मोबाइल नंबर रे 4 लेखा रेयाक् ओटीपीय ञामा। ओटीपी खाड़ तायोम , एडब्ल्यूडब्ल्यू आवसान ते आच् लेकाते एमपीन ए सेट दाड़ेयाक्आ।",sat
एमपीन तिन रे आर ओकालेकाम भेभारा?,sat
"पोसन ट्रेकर ऐप रे लॉगिन ओकते, एडब्ल्यूडब्ल्यू दो उनी दाराय ते गोटावाक् एमपीन ए खाड़ा। नोवा एमपीन पोसन ट्रेकर ऐप चालाव आर पोरहोक् कोवाक् फॉर्म रे बापाडाय ओल लागित् मित् पासकोड लेकातेय कामीया।",sat
एमपीन ओकालेकाम रिसेटा?,sat
"एमपीन दो जाहाँय गे एडब्ल्यूडब्ल्यू / एडब्ल्यूसी बेभारिच् दाराय ते आवसान ते रिसेट दाड़ेयाक्आ। आम हिड़िञ आकात् एमपीन रे क्लिक हुयुक् तामा, आर आमाक् रजिस्टर्ड मोबाइल नंबर ओल हुयुक् तामा। आम दो आमाक् रजिस्टर्ड मोबाइल नंबर रे ओटोपी ञाम हुयुक् तामा आर आम आमाक् एमपीन दो आवसान ते रीसेट दाड़ेयाक्आ।",sat
पोसन ट्रेकर ऐप तिनाक् पारसी रे मेनाक्आ?,sat
पोसन ट्रेकर ऐप एटाक् एटाक् 22 पारसी रे मेनाक्आ ,sat
एटाक् एटाक् पारसी को रे मेनाक्आ:,sat
अंग्रेजी,sat
हिन्दी,sat
गुजराती,sat
पंजाबी,sat
मराठी,sat
बंगला,sat
कन्नड़,sat
तमिल,sat
तेलगू,sat
मलयालम,sat
ओडिया,sat
असमिया,sat
Nepali,sat
Dogri,sat
Konkani,sat
Sindhi,sat
Bodo,sat
Maithili,sat
Manipuri,sat
Santhali,sat
Urdu,sat
Kashmiri,sat
फॉर्म पेरेच् ओकते एडब्लयूडब्ल्यू से एडब्ल्यूसी तिनीक् पारसी रे डेटा पेरेच् दाड़ेयाक्आ?,sat
एडब्ल्यूडब्ल्यू अंग्रेजी पारसी ते गे फॉर्म पेरेच् दाड़ेयाक्आ,sat
पोलन ट्रेकर ऐपरे तिनाक् जुदा जुदा रुप मेनाक्आ।,sat
पोरहोक् को लागित् 7 एटाक् एटाक् लेकान फॉर्म मेनाक्आ। नोवा हों सेलेत् मेनाक्आ: ,sat
पोवाती गोगो,sat
पेरेच् होड़मो आयोहोड़,sat
गिदरा 0-6 चाँदो,sat
गिदरा 6 चाँदो खोन 3 सेरमा हाबिच्,sat
गिदरा 3 सेरमा खोन 6 सेरमा हाबिच्,sat
सिसुजुवान कुड़ी (11 सेरमा- 19 सेरमा),sat
एडब्ल्यूसी फॉर्म रे ओका को बापाडाय सेलेत् लाकतीया?,sat
"एडब्ल्यूडब्ल्यू मित् आसोल आंगनवाड़ी तालमा रे मेनाक् बुनयाद सुबिता सालाक् जोनोड़ाव बेवरा ओल रेयाक् लाकती मेनाक्आ। नोवा रे गोड़होन, बुनियाद सुबिता, सुबिताको, फारचातेत्, ञूय दाक् एमान सेलेत् मेनाक्आ।",sat
जुदी उनी आयाक् मोबाइल नंबर को दाराय ते रजिस्टर्ड रे सोमोल बानुया खान एडब्ल्यूडब्ल्यू को ऐप रे साइन अप ओकालेकातेम दाड़ेयाक्आ?,sat
जुदी एडब्ल्यूडब्ल्यू आच् ते बाय रजिस्टर्ड दाड़ेयाक् काना खान 2 काथा हुयु दाड़ेयाक्आ:,sat
 पोनोत दाराय ते एमओडब्ल्यूसीडी दो ञाम ओचो आकात् डेटा को रे उनीयाक् मोबाइल नंबर बानुक्आ।,sat
उनी सिस्टम रे नावाँय जोड़ाव आकादेया आर उनीयाक् मोबाइल नंबर नित हाबिच् पोनोत सेत दाराय ते एमओडब्ल्यूसीडी दो बाको एम आकादेया।,sat
 चेतान बानार मामला रे पोनोत नोडल आमलाको दो एडब्ल्यूडब्ल्यू मुद खोन जाहाँय गे जोड़ाव/लाड़ावना / लाड़ावनायेय/ थुकुम काय रेयाक् आइदारी मेनाक्आ।,sat
